"Iteracion,Lower_Bound,Upper_Bound,Gap"
"1",306275.0000,11133900.0000,35.352624
"2",2895803.5199,8946668.2275,2.089529
"3",8475044.6953,8946668.2275,0.055649
"4",17401830.5759,8946668.2275,-0.485878
